Año,Clave_Ent,Entidad,Cve. Municipio,Municipio,Bien jurídico afectado,Tipo de delito,Subtipo de delito,Modalidad,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre
2020,11,Guanajuato,11003,San Miguel de Allende,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,11,Guanajuato,11003,San Miguel de Allende,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,11,Guanajuato,11003,San Miguel de Allende,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,1,5,3,0,3,0,0,2,2,4,2,1.0
2020,11,Guanajuato,11003,San Miguel de Allende,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,2,1,3,1,2,0,0,3,0,1,0,0.0
2020,11,Guanajuato,11003,San Miguel de Allende,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,11,Guanajuato,11004,Apaseo el Alto,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,10,4,8,10,13,9,16,10,9,9,8,5.0
2020,11,Guanajuato,11004,Apaseo el Alto,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,11,Guanajuato,11004,Apaseo el Alto,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,0,0,2,3,1,0,1,2,0,0,0,0.0
2020,11,Guanajuato,11004,Apaseo el Alto,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,11,Guanajuato,11004,Apaseo el Alto,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,11,Guanajuato,11004,Apaseo el Alto,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,11,Guanajuato,11004,Apaseo el Alto,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,1,2,0,2,2,1,0,1,0,2,2,0.0
2020,11,Guanajuato,11004,Apaseo el Alto,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,1,2,0,0,2,0,3,2,0,1,3,1.0
2020,11,Guanajuato,11004,Apaseo el Alto,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,11,Guanajuato,11005,Apaseo el Grande,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,15,3,4,6,4,5,11,6,1,4,7,10.0
2020,11,Guanajuato,11005,Apaseo el Grande,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,1,0,0,0,0,0,3,0,0,0,0,0.0
2020,11,Guanajuato,11005,Apaseo el Grande,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,5,3,1,2,0,3,1,2,5,2,1,1.0
2020,11,Guanajuato,11005,Apaseo el Grande,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,11,Guanajuato,11005,Apaseo el Grande,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,11,Guanajuato,11005,Apaseo el Grande,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,11,Guanajuato,11005,Apaseo el Grande,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,1,1,2,2,2,1,1,3,1,4,1,3.0
2020,11,Guanajuato,11005,Apaseo el Grande,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,4,3,2,1,1,1,2,4,3,3,1,1.0
2020,11,Guanajuato,11005,Apaseo el Grande,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,11,Guanajuato,11006,Atarjea,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,11,Guanajuato,11006,Atarjea,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,11,Guanajuato,11006,Atarjea,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,11,Guanajuato,11006,Atarjea,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,11,Guanajuato,11006,Atarjea,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,11,Guanajuato,11006,Atarjea,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,11,Guanajuato,11006,Atarjea,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,11,Guanajuato,11006,Atarjea,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,0,0,0,0,0,0,1,0,0,0,0,0.0
2020,11,Guanajuato,11006,Atarjea,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,11,Guanajuato,11007,Celaya,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,36,41,18,34,36,29,34,16,38,29,33,29.0
2020,11,Guanajuato,11007,Celaya,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,0,0,0,0,0,0,0,1,2,1,0,0.0
2020,11,Guanajuato,11007,Celaya,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,5,12,9,10,6,3,8,15,15,18,9,6.0
2020,11,Guanajuato,11007,Celaya,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,11,Guanajuato,11007,Celaya,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,11,Guanajuato,11007,Celaya,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,11,Guanajuato,11007,Celaya,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,7,6,4,3,5,3,6,2,5,4,3,1.0
2020,11,Guanajuato,11007,Celaya,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,3,2,3,0,6,4,4,7,8,5,7,5.0
2020,11,Guanajuato,11007,Celaya,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,11,Guanajuato,11008,Manuel Doblado,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,0,0,1,0,0,0,0,0,0,1,0,0.0
2020,11,Guanajuato,11008,Manuel Doblado,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,11,Guanajuato,11008,Manuel Doblado,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,11,Guanajuato,11008,Manuel Doblado,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,11,Guanajuato,11008,Manuel Doblado,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,11,Guanajuato,11008,Manuel Doblado,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,11,Guanajuato,11008,Manuel Doblado,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,1,1,1,0,1,0,0,2,0,1,2,0.0
2020,11,Guanajuato,11008,Manuel Doblado,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,0,0,0,0,0,0,0,0,0,0,0,1.0
2020,11,Guanajuato,11008,Manuel Doblado,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,11,Guanajuato,11009,Comonfort,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,5,3,2,1,1,3,9,4,0,6,6,4.0
2020,11,Guanajuato,11009,Comonfort,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,11,Guanajuato,11009,Comonfort,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,0,0,0,0,2,0,0,1,1,0,0,1.0
2020,11,Guanajuato,11009,Comonfort,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,11,Guanajuato,11009,Comonfort,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,11,Guanajuato,11009,Comonfort,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,11,Guanajuato,11009,Comonfort,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,0,1,0,2,0,0,0,0,0,1,0,2.0
2020,11,Guanajuato,11009,Comonfort,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,1,0,1,0,0,0,2,0,2,2,0,0.0
2020,11,Guanajuato,11009,Comonfort,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,11,Guanajuato,11010,Coroneo,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,0,0,0,0,0,0,0,0,0,1,0,0.0
2020,11,Guanajuato,11010,Coroneo,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,11,Guanajuato,11010,Coroneo,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,0,0,0,1,0,0,0,0,0,0,0,0.0
2020,11,Guanajuato,11010,Coroneo,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,11,Guanajuato,11010,Coroneo,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,11,Guanajuato,11010,Coroneo,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,11,Guanajuato,11010,Coroneo,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,11,Guanajuato,11010,Coroneo,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,1,1,0,1,1,1,0,0,1,0,0,0.0
2020,11,Guanajuato,11010,Coroneo,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,11,Guanajuato,11011,Cortazar,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,4,6,2,2,3,3,7,1,13,9,18,12.0
2020,11,Guanajuato,11011,Cortazar,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,0,0,0,0,0,0,1,0,0,1,0,0.0
2020,11,Guanajuato,11011,Cortazar,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,0,1,0,0,0,0,3,2,1,3,1,4.0
2020,11,Guanajuato,11011,Cortazar,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,11,Guanajuato,11011,Cortazar,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,11,Guanajuato,11011,Cortazar,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,11,Guanajuato,11011,Cortazar,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,0,2,0,0,0,1,1,1,2,1,0,1.0
2020,11,Guanajuato,11011,Cortazar,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,2,2,2,0,0,0,1,0,0,2,3,4.0
2020,11,Guanajuato,11011,Cortazar,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,11,Guanajuato,11012,Cuerámaro,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,2,1,0,0,1,0,0,0,2,0,0,0.0
2020,11,Guanajuato,11012,Cuerámaro,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,11,Guanajuato,11012,Cuerámaro,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,0,0,0,0,0,0,0,0,0,1,0,0.0
2020,11,Guanajuato,11012,Cuerámaro,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,11,Guanajuato,11012,Cuerámaro,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,11,Guanajuato,11012,Cuerámaro,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,11,Guanajuato,11012,Cuerámaro,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,2,2,1,1,1,0,2,1,0,0,1,0.0
2020,11,Guanajuato,11012,Cuerámaro,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,3,2,1,1,0,1,0,1,0,0,1,0.0
2020,11,Guanajuato,11012,Cuerámaro,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,11,Guanajuato,11013,Doctor Mora,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,1,0,1,0,0,0,0,0,0,1,1,1.0
2020,11,Guanajuato,11013,Doctor Mora,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,0,0,0,0,0,0,0,1,0,0,0,0.0
2020,11,Guanajuato,11013,Doctor Mora,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,0,0,0,0,0,0,0,0,0,0,1,0.0
2020,11,Guanajuato,11013,Doctor Mora,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,11,Guanajuato,11013,Doctor Mora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,11,Guanajuato,11013,Doctor Mora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,11,Guanajuato,11013,Doctor Mora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,0,0,2,1,1,0,1,0,2,1,1,0.0
2020,11,Guanajuato,11013,Doctor Mora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,0,0,0,0,0,0,1,0,0,0,0,0.0
2020,11,Guanajuato,11013,Doctor Mora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,11,Guanajuato,11014,Dolores Hidalgo Cuna de la Independencia Nacional,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,0,3,7,4,1,13,1,5,1,1,0,1.0
2020,11,Guanajuato,11014,Dolores Hidalgo Cuna de la Independencia Nacional,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,1,0,0,0,0,0,0,0,0,0,0,0.0
2020,11,Guanajuato,11014,Dolores Hidalgo Cuna de la Independencia Nacional,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,1,0,0,1,0,2,0,1,0,1,0,0.0
2020,11,Guanajuato,11014,Dolores Hidalgo Cuna de la Independencia Nacional,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,11,Guanajuato,11014,Dolores Hidalgo Cuna de la Independencia Nacional,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,11,Guanajuato,11014,Dolores Hidalgo Cuna de la Independencia Nacional,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,11,Guanajuato,11014,Dolores Hidalgo Cuna de la Independencia Nacional,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,0,5,6,1,3,0,2,2,1,2,6,5.0
2020,11,Guanajuato,11014,Dolores Hidalgo Cuna de la Independencia Nacional,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,3,0,0,1,2,0,1,2,0,2,0,2.0
2020,11,Guanajuato,11014,Dolores Hidalgo Cuna de la Independencia Nacional,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,11,Guanajuato,11015,Guanajuato,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,5,1,6,0,1,2,6,3,6,2,2,2.0
2020,11,Guanajuato,11015,Guanajuato,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,0,0,0,0,0,0,0,0,0,0,0,1.0
2020,11,Guanajuato,11015,Guanajuato,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,0,2,3,0,0,0,0,1,1,0,1,1.0
2020,11,Guanajuato,11015,Guanajuato,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,11,Guanajuato,11015,Guanajuato,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,11,Guanajuato,11015,Guanajuato,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,11,Guanajuato,11015,Guanajuato,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,0,2,1,3,1,0,1,1,1,2,0,1.0
2020,11,Guanajuato,11015,Guanajuato,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,0,1,0,2,0,0,2,1,1,0,0,0.0
2020,11,Guanajuato,11015,Guanajuato,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,11,Guanajuato,11016,Huanímaro,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,0,0,0,0,0,1,3,1,0,0,0,0.0
2020,11,Guanajuato,11016,Huanímaro,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,11,Guanajuato,11016,Huanímaro,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,1,0,0,0,0,0,1,1,1,0,0,0.0
2020,11,Guanajuato,11016,Huanímaro,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,11,Guanajuato,11016,Huanímaro,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,11,Guanajuato,11016,Huanímaro,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,11,Guanajuato,11016,Huanímaro,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,0,1,0,0,0,0,0,0,0,1,0,1.0
2020,11,Guanajuato,11016,Huanímaro,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,0,0,1,0,0,0,0,1,0,0,0,0.0
2020,11,Guanajuato,11016,Huanímaro,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,11,Guanajuato,11017,Irapuato,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,39,26,28,27,37,33,12,8,24,9,8,13.0
2020,11,Guanajuato,11017,Irapuato,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,0,0,0,0,0,1,0,0,0,1,0,2.0
2020,11,Guanajuato,11017,Irapuato,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,4,3,5,1,3,8,0,1,1,3,1,0.0
2020,11,Guanajuato,11017,Irapuato,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,11,Guanajuato,11017,Irapuato,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,11,Guanajuato,11017,Irapuato,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,11,Guanajuato,11017,Irapuato,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,12,8,13,9,5,11,6,10,6,7,11,9.0
2020,11,Guanajuato,11017,Irapuato,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,13,15,15,9,8,9,6,10,12,7,11,11.0
2020,11,Guanajuato,11017,Irapuato,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,11,Guanajuato,11018,Jaral del Progreso,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,0,0,3,1,4,1,3,7,4,2,2,0.0
2020,11,Guanajuato,11018,Jaral del Progreso,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,11,Guanajuato,11018,Jaral del Progreso,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,0,0,1,0,0,0,0,0,1,0,1,0.0
2020,11,Guanajuato,11018,Jaral del Progreso,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,11,Guanajuato,11018,Jaral del Progreso,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,11,Guanajuato,11018,Jaral del Progreso,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,0,0,0,0,0,0,0,0,0,0,0,0.0
2020,11,Guanajuato,11018,Jaral del Progreso,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,0,2,0,0,0,0,0,0,0,0,1,1.0
2020,11,Guanajuato,11018,Jaral del Progreso,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,0,0,0,1,0,0,0,0,0,0,1,0.0
